time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration,city
2014-01-01,15.7,4.1,8.9,0.0,11.8,27.4,13.39,2.0,Lahore
2014-01-02,17.5,2.8,9.5,0.0,10.9,21.2,13.72,2.42,Lahore
2014-01-03,17.9,1.7,9.5,0.0,10.7,16.6,13.81,2.11,Lahore
2014-01-04,17.3,3.7,10.8,0.0,6.2,14.0,13.74,1.99,Lahore
2014-01-05,17.3,3.7,10.7,0.0,6.6,14.8,13.47,2.04,Lahore
2014-01-06,18.4,6.2,11.4,0.0,9.5,17.3,13.4,2.2,Lahore
2014-01-07,17.6,6.3,10.8,0.0,9.7,19.8,11.74,2.14,Lahore
2014-01-08,15.6,6.9,10.7,0.1,13.5,25.9,7.51,1.71,Lahore
2014-01-09,16.6,4.8,10.0,0.0,11.6,23.0,13.64,2.13,Lahore
2014-01-10,16.3,5.3,10.0,0.0,10.6,19.4,13.53,2.17,Lahore
2014-01-11,18.0,4.1,10.4,0.0,11.3,24.1,14.02,2.38,Lahore
2014-01-12,17.7,3.2,10.1,0.0,10.5,18.4,12.76,2.19,Lahore
2014-01-13,16.0,8.7,11.8,0.6,7.5,15.8,7.28,1.4,Lahore
2014-01-14,18.6,5.3,11.8,0.0,9.2,18.7,12.26,2.14,Lahore
2014-01-15,19.9,6.1,13.0,0.0,9.4,16.6,13.84,2.19,Lahore
2014-01-16,18.8,6.2,12.3,0.0,8.6,15.1,11.31,1.8,Lahore
2014-01-17,15.6,7.6,11.3,0.3,8.9,20.5,5.97,0.99,Lahore
2014-01-18,16.6,8.8,12.0,1.6,8.4,18.7,7.3,1.26,Lahore
2014-01-19,17.8,6.0,11.5,0.0,11.6,26.6,14.03,2.1,Lahore
2014-01-20,18.8,5.9,12.0,0.0,8.1,15.1,13.75,2.05,Lahore
2014-01-21,18.3,7.7,13.0,0.3,10.9,19.1,9.52,1.55,Lahore
2014-01-22,16.2,9.9,13.7,3.3,9.7,23.4,5.58,0.93,Lahore
2014-01-23,17.7,9.8,13.7,0.4,7.6,20.2,8.6,1.52,Lahore
2014-01-24,19.1,6.9,12.5,0.0,9.0,20.9,14.94,2.33,Lahore
2014-01-25,20.2,7.8,13.2,0.0,10.8,20.5,14.43,2.53,Lahore
2014-01-26,21.3,8.2,14.1,0.0,11.9,24.1,15.27,2.83,Lahore
2014-01-27,21.8,7.1,14.1,0.0,11.1,23.8,15.29,2.81,Lahore
2014-01-28,22.1,8.0,14.5,0.0,11.5,21.6,15.21,2.81,Lahore
2014-01-29,21.7,6.7,14.6,0.0,10.9,13.3,15.3,2.56,Lahore
2014-01-30,20.2,7.5,14.0,0.0,7.2,16.2,15.1,2.38,Lahore
2014-01-31,20.7,7.4,14.3,0.0,7.4,15.8,15.33,2.46,Lahore
2014-02-01,19.4,9.1,13.6,0.0,6.8,16.6,11.74,1.88,Lahore
2014-02-02,18.6,9.1,14.0,0.3,11.5,14.0,12.88,2.05,Lahore
2014-02-03,18.3,10.0,14.1,5.6,12.6,31.7,10.65,1.75,Lahore
2014-02-04,18.0,8.6,13.1,0.0,10.2,22.0,10.48,1.78,Lahore
2014-02-05,18.5,10.1,13.5,3.7,7.0,23.4,12.92,2.07,Lahore
2014-02-06,16.6,8.8,12.4,13.1,22.9,38.9,7.07,1.49,Lahore
2014-02-07,17.6,8.2,13.3,1.8,13.3,28.1,12.79,2.03,Lahore
2014-02-08,16.9,6.6,11.2,0.0,10.1,21.6,14.5,2.33,Lahore
2014-02-09,18.4,5.0,11.3,0.0,12.9,27.0,16.89,2.9,Lahore
2014-02-10,17.0,5.7,11.0,0.0,9.8,17.3,12.06,2.02,Lahore
2014-02-11,18.0,3.5,10.8,0.0,7.6,16.2,16.87,2.63,Lahore
2014-02-12,18.9,5.4,11.8,0.0,13.4,28.4,17.85,3.11,Lahore
2014-02-13,19.1,4.2,11.4,0.0,10.8,15.5,18.17,2.85,Lahore
2014-02-14,16.9,7.6,11.8,0.2,11.2,25.6,13.53,2.18,Lahore
2014-02-15,15.8,6.0,10.9,1.5,12.3,22.3,14.74,2.17,Lahore
2014-02-16,17.2,4.9,11.0,0.0,12.2,31.7,16.86,2.6,Lahore
2014-02-17,20.0,6.1,13.0,0.0,14.8,30.2,18.67,3.23,Lahore
2014-02-18,21.2,6.4,14.0,0.0,9.2,21.2,18.12,3.01,Lahore
2014-02-19,20.9,7.5,13.9,0.0,10.5,23.4,16.29,2.79,Lahore
2014-02-20,21.6,8.4,14.8,0.0,8.0,18.7,17.93,3.05,Lahore
2014-02-21,20.2,6.7,13.9,2.2,8.4,23.8,14.61,2.52,Lahore
2014-02-22,19.0,8.5,13.7,0.2,9.9,21.6,16.23,2.58,Lahore
2014-02-23,20.9,8.6,13.9,0.0,10.0,19.4,17.93,3.0,Lahore
2014-02-24,21.8,7.7,15.1,0.0,9.1,17.6,18.18,3.04,Lahore
2014-02-25,22.4,7.2,15.0,0.0,9.2,14.8,19.68,3.42,Lahore
2014-02-26,21.4,7.5,14.9,0.0,7.9,17.6,19.31,3.31,Lahore
2014-02-27,20.9,8.2,14.7,0.0,7.9,16.9,18.03,3.05,Lahore
2014-02-28,19.5,9.3,13.7,5.3,7.0,20.5,16.35,2.63,Lahore
2014-03-01,18.6,8.2,13.2,0.7,9.0,18.4,15.62,2.5,Lahore
2014-03-02,19.6,8.3,13.6,0.0,8.4,21.6,17.88,2.94,Lahore
2014-03-03,19.0,8.4,13.7,2.5,16.8,36.7,13.33,2.41,Lahore
2014-03-04,21.4,9.3,15.3,0.7,9.7,22.7,17.71,3.11,Lahore
2014-03-05,20.9,12.3,16.3,0.3,9.0,20.5,17.48,3.11,Lahore
2014-03-06,22.3,9.1,15.6,0.0,8.4,22.0,20.9,3.65,Lahore
2014-03-07,23.5,8.5,16.3,0.0,10.5,24.5,19.67,3.83,Lahore
2014-03-08,24.2,10.1,17.7,0.0,9.8,24.1,20.49,3.8,Lahore
2014-03-09,22.2,12.3,17.2,2.5,13.1,23.8,12.43,2.44,Lahore
2014-03-10,24.4,13.3,18.0,18.4,25.6,53.6,18.26,3.66,Lahore
2014-03-11,21.2,12.2,16.1,13.0,24.8,63.0,14.78,2.48,Lahore
2014-03-12,19.9,11.7,15.0,0.0,9.5,24.5,19.23,3.23,Lahore
2014-03-13,23.5,10.3,16.6,0.0,10.4,24.5,22.12,4.04,Lahore
2014-03-14,25.1,9.7,17.5,0.0,10.7,18.4,22.22,4.11,Lahore
2014-03-15,25.0,12.9,18.9,0.0,9.2,22.0,16.1,3.2,Lahore
2014-03-16,27.5,12.8,20.3,0.0,11.0,24.1,20.87,4.2,Lahore
2014-03-17,28.9,15.9,21.4,1.9,15.0,37.1,15.39,3.58,Lahore
2014-03-18,24.2,14.8,18.8,5.7,17.1,33.1,19.73,3.58,Lahore
2014-03-19,24.9,12.6,18.4,0.0,13.8,29.5,22.95,4.42,Lahore
2014-03-20,26.5,11.6,19.0,0.0,10.5,18.7,22.71,4.39,Lahore
2014-03-21,26.0,14.9,20.0,0.6,14.9,33.1,18.87,3.98,Lahore
2014-03-22,27.4,14.5,20.4,0.0,10.3,21.2,22.27,4.61,Lahore
2014-03-23,23.5,14.3,19.0,1.5,12.7,32.0,13.83,2.9,Lahore
2014-03-24,21.0,16.1,18.0,30.6,18.1,36.0,9.67,1.85,Lahore
2014-03-25,24.4,14.0,19.0,3.1,11.5,24.1,20.48,3.71,Lahore
2014-03-26,25.7,13.9,19.5,0.0,10.8,23.0,22.22,4.22,Lahore
2014-03-27,25.8,14.0,20.2,0.0,7.9,17.3,18.53,3.62,Lahore
2014-03-28,24.7,15.7,19.9,0.7,7.3,33.5,20.89,3.93,Lahore
2014-03-29,25.9,15.1,20.2,0.0,13.0,27.7,22.31,4.42,Lahore
2014-03-30,27.0,13.9,20.2,0.0,15.0,31.0,24.49,5.0,Lahore
2014-03-31,28.5,13.5,20.8,0.0,12.6,27.7,24.98,5.4,Lahore
2014-04-01,29.6,14.0,22.0,0.0,10.1,22.3,24.72,5.25,Lahore
2014-04-02,24.9,16.6,20.4,0.8,18.0,36.4,19.34,4.15,Lahore
2014-04-03,26.5,13.2,19.9,0.0,13.0,29.2,24.53,4.76,Lahore
2014-04-04,27.6,15.8,21.7,0.0,16.3,27.7,22.84,4.85,Lahore
2014-04-05,27.6,16.3,21.9,0.3,16.3,34.9,22.1,4.62,Lahore
2014-04-06,28.6,17.5,21.5,3.1,24.6,47.9,19.57,4.39,Lahore
2014-04-07,25.9,15.3,20.1,2.6,17.6,27.0,22.31,4.33,Lahore
2014-04-08,28.6,14.4,21.2,0.0,11.2,26.6,25.2,5.31,Lahore
2014-04-09,30.0,14.7,22.3,0.0,13.3,30.6,25.73,5.99,Lahore
2014-04-10,30.7,14.8,23.0,0.0,11.8,26.6,26.14,5.93,Lahore
2014-04-11,32.4,14.5,24.1,0.0,14.6,28.4,25.13,6.07,Lahore
2014-04-12,32.6,15.2,24.4,0.0,15.7,33.5,23.36,5.85,Lahore
2014-04-13,29.5,18.2,23.6,0.7,22.2,52.6,22.17,5.8,Lahore
2014-04-14,31.1,17.4,24.2,0.0,12.6,22.7,21.84,5.52,Lahore
2014-04-15,31.4,16.2,24.2,0.0,11.0,25.2,17.54,4.76,Lahore
2014-04-16,31.4,18.8,24.0,3.1,18.7,38.9,20.86,5.12,Lahore
2014-04-17,29.5,17.6,23.9,0.5,14.3,25.9,23.74,5.29,Lahore
2014-04-18,26.2,18.2,21.5,10.9,18.4,34.9,17.14,3.63,Lahore
2014-04-19,25.1,16.0,20.4,0.5,13.7,21.6,18.17,3.6,Lahore
2014-04-20,29.9,14.8,22.6,0.0,9.9,25.6,26.42,5.66,Lahore
2014-04-21,30.3,16.8,23.8,0.0,11.3,25.6,21.47,5.41,Lahore
2014-04-22,31.5,18.8,24.7,0.0,8.2,23.0,22.4,5.24,Lahore
2014-04-23,33.1,18.3,25.9,0.0,9.1,24.8,25.83,6.1,Lahore
2014-04-24,35.0,17.8,27.5,0.0,10.1,24.5,26.23,6.35,Lahore
2014-04-25,35.0,22.5,28.3,0.0,13.2,31.0,25.38,6.88,Lahore
2014-04-26,35.6,19.9,27.8,0.7,16.3,44.6,25.78,6.97,Lahore
2014-04-27,36.3,18.1,27.8,0.0,13.7,31.7,27.58,7.24,Lahore
2014-04-28,38.7,19.7,29.7,0.0,16.1,34.9,27.38,7.92,Lahore
2014-04-29,39.7,23.3,31.4,0.0,10.0,26.6,27.55,7.21,Lahore
2014-04-30,41.1,22.1,31.9,0.5,14.0,40.3,25.56,7.24,Lahore
2014-05-01,41.9,22.4,32.5,1.2,14.8,29.2,26.0,7.54,Lahore
2014-05-02,41.8,24.9,32.6,0.9,14.3,29.5,24.62,7.09,Lahore
2014-05-03,39.7,23.8,31.3,0.7,11.3,26.6,21.66,6.38,Lahore
2014-05-04,38.6,23.3,30.6,2.5,14.6,30.2,22.44,6.69,Lahore
2014-05-05,36.0,23.0,28.4,1.6,19.5,32.0,24.79,5.95,Lahore
2014-05-06,35.1,23.1,29.2,1.0,12.7,26.3,23.14,5.8,Lahore
2014-05-07,36.4,22.9,30.0,0.0,9.7,23.4,25.0,5.99,Lahore
2014-05-08,38.3,23.5,30.9,0.3,18.3,40.0,26.07,7.14,Lahore
2014-05-09,36.6,22.4,29.9,1.0,13.4,29.5,26.25,7.18,Lahore
2014-05-10,36.1,21.6,28.2,1.1,21.2,33.1,22.51,6.17,Lahore
2014-05-11,32.3,23.0,27.3,0.2,11.5,25.6,21.02,5.09,Lahore
2014-05-12,33.0,21.5,25.7,18.2,18.8,34.6,20.3,4.77,Lahore
2014-05-13,28.9,19.4,23.8,2.2,16.6,36.0,15.44,3.74,Lahore
2014-05-14,30.7,18.4,24.4,0.8,10.5,25.9,24.32,5.26,Lahore
2014-05-15,33.5,19.7,26.8,0.0,10.5,31.3,27.81,6.6,Lahore
2014-05-16,34.9,20.3,28.4,0.0,8.9,24.5,26.91,6.4,Lahore
2014-05-17,34.3,22.8,29.2,0.3,17.5,28.8,25.78,6.28,Lahore
2014-05-18,34.4,23.2,28.6,0.4,10.1,26.6,24.87,5.95,Lahore
2014-05-19,35.0,21.6,28.5,0.0,9.4,26.6,26.55,6.43,Lahore
2014-05-20,34.9,22.9,27.6,8.1,16.0,36.0,23.82,5.78,Lahore
2014-05-21,36.0,21.0,28.7,0.0,12.5,31.3,26.86,6.82,Lahore
2014-05-22,38.2,22.0,30.4,0.7,15.2,27.7,26.13,6.92,Lahore
2014-05-23,36.9,25.1,30.3,1.0,26.0,50.0,22.98,7.93,Lahore
2014-05-24,37.6,21.2,29.8,0.0,18.7,32.8,28.02,7.2,Lahore
2014-05-25,38.6,21.1,30.7,0.0,10.7,30.2,27.4,7.39,Lahore
2014-05-26,38.0,22.0,30.9,0.0,13.1,25.2,27.55,7.62,Lahore
2014-05-27,38.7,22.5,31.1,0.2,18.1,39.6,26.42,7.38,Lahore
2014-05-28,40.8,23.0,33.0,0.0,9.2,24.8,27.87,6.96,Lahore
2014-05-29,42.7,24.9,35.0,0.0,9.4,23.0,28.11,7.62,Lahore
2014-05-30,41.6,25.8,34.4,0.0,22.4,38.2,27.07,8.71,Lahore
2014-05-31,41.8,26.6,34.0,1.3,14.7,32.4,25.11,8.34,Lahore
2014-06-01,38.3,26.8,31.7,0.4,20.8,33.8,24.22,7.86,Lahore
2014-06-02,40.2,23.7,32.6,0.0,15.5,31.7,27.58,8.02,Lahore
2014-06-03,41.2,26.1,34.0,0.0,11.9,29.5,27.88,8.64,Lahore
2014-06-04,42.7,25.2,34.9,0.4,9.6,18.0,27.98,7.45,Lahore
2014-06-05,43.8,26.6,36.3,0.0,9.2,23.0,28.39,7.95,Lahore
2014-06-06,44.6,27.6,37.0,0.0,11.5,25.9,27.23,8.82,Lahore
2014-06-07,45.3,27.4,37.1,0.0,16.9,31.3,28.12,9.52,Lahore
2014-06-08,44.4,26.8,36.8,0.0,12.2,22.0,27.39,7.55,Lahore
2014-06-09,45.1,27.2,36.9,0.0,14.0,31.7,28.0,8.8,Lahore
2014-06-10,44.9,26.1,37.0,0.0,13.8,20.2,28.23,8.07,Lahore
2014-06-11,43.7,28.5,35.7,1.4,18.5,41.8,25.97,8.95,Lahore
2014-06-12,42.1,25.5,34.2,0.2,20.4,55.1,25.57,8.01,Lahore
2014-06-13,40.7,28.2,34.9,0.0,19.1,40.3,24.78,8.54,Lahore
2014-06-14,41.8,29.4,35.9,0.0,14.2,28.4,25.82,8.27,Lahore
2014-06-15,41.5,30.7,36.6,0.0,11.5,22.3,25.47,7.27,Lahore
2014-06-16,42.6,31.8,37.4,0.0,12.1,27.4,24.96,7.29,Lahore
2014-06-17,42.9,31.6,37.4,0.0,13.4,30.6,26.22,7.83,Lahore
2014-06-18,40.2,32.9,36.1,1.2,11.5,27.0,22.27,6.21,Lahore
2014-06-19,41.1,29.5,35.3,1.1,11.2,35.3,24.25,6.72,Lahore
2014-06-20,42.5,31.2,36.9,0.2,10.5,27.7,24.87,7.08,Lahore
2014-06-21,39.7,30.2,34.7,2.2,13.2,29.2,23.4,6.27,Lahore
2014-06-22,37.7,26.2,32.3,1.8,11.8,30.2,24.74,6.14,Lahore
2014-06-23,37.9,28.1,32.2,2.1,15.9,32.4,25.32,6.3,Lahore
2014-06-24,38.5,26.8,33.2,0.8,10.8,21.2,26.48,6.66,Lahore
2014-06-25,37.0,27.8,32.1,0.2,14.3,27.0,25.19,6.72,Lahore
2014-06-26,37.1,27.8,32.2,0.0,10.4,22.7,24.29,5.95,Lahore
2014-06-27,39.3,28.1,33.8,0.1,12.9,28.8,24.74,6.24,Lahore
2014-06-28,40.4,29.4,35.1,0.0,10.3,23.8,25.1,6.75,Lahore
2014-06-29,35.7,26.1,31.4,9.1,14.5,30.6,22.91,5.88,Lahore
2014-06-30,36.7,26.0,31.4,3.8,20.0,30.2,23.48,6.14,Lahore
2014-07-01,32.5,25.2,28.0,22.6,19.5,37.8,14.34,3.46,Lahore
2014-07-02,32.6,25.2,28.4,15.0,12.3,27.4,19.83,4.41,Lahore
2014-07-03,32.0,25.8,28.8,3.2,7.4,20.5,19.22,4.17,Lahore
2014-07-04,34.7,25.9,30.5,0.0,7.9,18.7,24.19,5.39,Lahore
2014-07-05,36.2,27.1,31.8,0.5,10.7,21.6,23.63,5.63,Lahore
2014-07-06,36.1,28.5,31.9,0.3,12.5,24.8,24.01,5.91,Lahore
2014-07-07,37.8,27.7,32.6,0.2,8.8,24.1,25.84,6.51,Lahore
2014-07-08,38.6,27.4,33.3,0.0,7.3,20.5,25.35,6.3,Lahore
2014-07-09,39.6,29.3,34.3,0.2,10.2,24.1,24.92,6.52,Lahore
2014-07-10,39.5,29.1,34.5,0.0,7.7,19.1,25.49,6.31,Lahore
2014-07-11,40.5,29.3,35.0,0.0,10.1,25.6,25.67,6.8,Lahore
2014-07-12,40.5,29.8,35.3,0.0,8.2,20.2,25.52,6.54,Lahore
2014-07-13,40.4,30.4,35.4,0.0,10.3,23.0,25.23,6.52,Lahore
2014-07-14,38.5,30.8,34.7,0.0,17.2,31.7,24.32,6.78,Lahore
2014-07-15,38.3,29.1,34.3,0.2,15.7,36.0,20.2,6.14,Lahore
2014-07-16,34.7,28.1,31.6,2.8,16.7,30.6,19.62,5.62,Lahore
2014-07-17,33.3,26.3,29.3,6.7,14.1,26.3,15.92,3.79,Lahore
2014-07-18,33.5,25.4,29.3,2.0,10.5,26.6,20.02,4.57,Lahore
2014-07-19,33.5,26.3,30.1,2.2,10.2,21.6,21.57,4.87,Lahore
2014-07-20,35.2,26.3,30.8,0.2,9.2,20.5,24.08,5.63,Lahore
2014-07-21,35.9,27.1,31.6,0.0,10.6,19.8,23.66,5.67,Lahore
2014-07-22,36.4,28.4,32.5,0.3,10.7,23.4,22.17,5.7,Lahore
2014-07-23,35.7,29.2,32.2,0.2,17.1,33.8,20.08,5.43,Lahore
2014-07-24,30.1,26.7,28.1,14.6,14.5,30.6,6.96,2.03,Lahore
2014-07-25,32.7,26.8,29.7,0.5,15.3,32.0,18.84,4.85,Lahore
2014-07-26,33.6,26.7,29.9,0.8,13.0,25.9,18.49,4.7,Lahore
2014-07-27,33.8,27.3,30.2,3.3,15.3,28.1,18.36,4.53,Lahore
2014-07-28,32.2,26.0,28.7,7.8,12.8,26.3,13.22,3.2,Lahore
2014-07-29,30.7,24.7,26.7,19.3,14.7,28.4,9.1,2.06,Lahore
2014-07-30,32.5,25.6,28.9,1.1,9.7,23.0,20.69,4.46,Lahore
2014-07-31,33.4,27.1,29.9,0.2,8.9,25.6,19.59,4.39,Lahore
2014-08-01,32.8,25.7,28.8,12.6,12.3,25.9,15.48,3.4,Lahore
2014-08-02,33.9,26.0,29.9,2.1,7.4,19.4,19.74,4.34,Lahore
2014-08-03,34.5,26.2,30.5,1.5,7.6,21.2,21.33,4.82,Lahore
2014-08-04,35.6,26.8,31.4,0.9,10.4,27.4,21.53,5.08,Lahore
2014-08-05,33.4,25.9,28.9,3.7,16.7,37.4,18.39,4.2,Lahore
2014-08-06,34.9,26.1,30.8,0.0,7.9,19.4,23.56,5.22,Lahore
2014-08-07,33.5,27.3,30.1,1.5,15.5,30.6,20.13,4.61,Lahore
2014-08-08,32.5,26.2,29.2,5.6,10.5,25.2,16.1,3.74,Lahore
2014-08-09,33.3,25.6,29.6,3.5,9.5,20.2,18.49,4.11,Lahore
2014-08-10,34.3,25.7,30.2,1.5,5.2,18.0,20.72,4.6,Lahore
2014-08-11,35.3,27.4,31.5,0.0,5.9,16.9,21.88,4.96,Lahore
2014-08-12,35.2,27.1,30.9,1.5,7.8,24.8,18.9,4.4,Lahore
2014-08-13,36.4,27.6,31.8,0.3,10.8,25.6,19.99,5.08,Lahore
2014-08-14,36.5,27.6,31.6,0.3,13.4,27.7,20.89,5.38,Lahore
2014-08-15,34.5,25.1,28.8,14.7,17.9,36.7,17.04,4.08,Lahore
2014-08-16,30.6,24.6,27.5,6.8,18.9,37.8,16.73,3.91,Lahore
2014-08-17,32.1,24.1,28.2,0.0,13.2,22.0,21.39,4.65,Lahore
2014-08-18,35.0,24.5,29.8,0.0,8.9,23.0,23.83,5.46,Lahore
2014-08-19,36.1,25.0,30.7,0.0,8.6,22.3,23.02,5.46,Lahore
2014-08-20,37.8,26.4,31.7,0.0,9.7,23.4,23.95,5.74,Lahore
2014-08-21,37.9,27.0,32.2,0.0,11.0,24.5,23.49,5.94,Lahore
2014-08-22,37.1,26.6,31.7,0.0,10.3,22.0,23.46,5.63,Lahore
2014-08-23,37.1,26.6,31.6,0.0,10.0,24.8,23.25,5.69,Lahore
2014-08-24,37.6,26.3,31.6,0.0,11.9,25.9,22.74,5.54,Lahore
2014-08-25,38.8,26.3,32.3,0.0,13.1,26.6,22.97,5.84,Lahore
2014-08-26,37.8,26.3,31.9,2.7,9.0,22.3,21.61,5.18,Lahore
2014-08-27,36.2,26.7,30.0,3.7,10.5,29.5,20.65,4.97,Lahore
2014-08-28,32.7,25.5,28.7,2.0,7.2,26.3,18.62,4.12,Lahore
2014-08-29,34.1,25.8,29.7,0.0,5.4,19.1,20.43,4.55,Lahore
2014-08-30,35.4,25.1,30.4,0.0,5.5,16.2,22.37,5.01,Lahore
2014-08-31,35.9,25.8,30.8,0.3,7.8,18.4,21.94,5.19,Lahore
2014-09-01,30.4,25.8,27.6,18.8,15.0,28.1,14.13,3.24,Lahore
2014-09-02,29.1,25.2,27.0,2.7,15.0,27.7,8.69,2.52,Lahore
2014-09-03,27.6,23.5,25.4,19.3,22.3,45.0,7.53,2.17,Lahore
2014-09-04,25.6,23.5,24.9,94.9,24.5,63.7,3.42,1.0,Lahore
2014-09-05,25.3,24.3,24.8,92.2,22.5,49.3,1.15,0.63,Lahore
2014-09-06,28.9,23.5,26.0,1.2,18.4,32.4,12.19,2.66,Lahore
2014-09-07,31.3,22.9,27.3,0.2,6.4,18.0,18.41,3.88,Lahore
2014-09-08,32.0,23.4,28.0,0.0,7.0,12.6,19.92,4.24,Lahore
2014-09-09,32.2,24.1,28.0,0.1,5.2,14.4,20.57,4.36,Lahore
2014-09-10,32.0,24.0,28.2,0.0,6.4,15.1,18.45,3.96,Lahore
2014-09-11,31.7,24.1,28.1,0.2,8.0,17.3,19.66,4.14,Lahore
2014-09-12,30.6,24.7,27.3,2.1,8.6,23.0,16.51,3.5,Lahore
2014-09-13,31.0,23.2,27.0,1.7,7.1,20.5,18.44,3.84,Lahore
2014-09-14,31.5,23.5,27.2,1.7,10.5,18.0,19.13,3.98,Lahore
2014-09-15,31.5,23.3,27.5,0.0,5.8,23.0,19.69,4.15,Lahore
2014-09-16,32.4,23.1,28.1,0.0,6.4,16.6,20.09,4.23,Lahore
2014-09-17,33.0,24.0,28.3,0.0,8.7,19.8,18.84,4.12,Lahore
2014-09-18,33.4,23.6,28.8,0.0,8.8,18.0,20.25,4.36,Lahore
2014-09-19,33.9,23.5,28.9,0.0,6.7,15.5,20.13,4.44,Lahore
2014-09-20,34.0,24.2,29.2,0.0,5.8,15.8,20.09,4.42,Lahore
2014-09-21,33.4,24.7,28.8,0.2,11.5,19.8,20.13,4.38,Lahore
2014-09-22,33.1,25.0,28.9,0.0,7.5,15.8,20.28,4.42,Lahore
2014-09-23,33.4,23.7,29.0,0.0,7.1,19.8,19.72,4.39,Lahore
2014-09-24,33.0,22.9,28.0,0.0,9.2,22.0,20.63,4.67,Lahore
2014-09-25,33.2,22.0,27.6,0.0,10.1,23.8,20.09,4.53,Lahore
2014-09-26,32.2,23.7,28.0,0.0,8.3,21.2,17.56,3.9,Lahore
2014-09-27,33.0,22.9,28.0,0.0,7.2,21.2,18.75,4.19,Lahore
2014-09-28,32.7,22.9,28.0,0.0,8.7,22.3,18.35,4.19,Lahore
2014-09-29,33.1,23.6,28.2,0.0,10.0,22.3,17.92,4.04,Lahore
2014-09-30,33.5,24.1,27.9,2.0,9.0,24.8,17.47,4.02,Lahore
2014-10-01,32.7,23.3,27.6,0.2,9.6,23.4,17.42,3.94,Lahore
2014-10-02,32.3,23.5,27.9,0.0,8.4,20.9,16.56,3.62,Lahore
2014-10-03,32.8,23.3,28.3,0.1,8.2,21.6,16.44,3.59,Lahore
2014-10-04,33.5,23.8,28.6,0.0,9.0,18.4,17.95,4.19,Lahore
2014-10-05,33.4,23.9,28.6,0.0,9.1,22.7,17.58,4.17,Lahore
2014-10-06,32.3,23.8,28.0,0.0,9.8,22.7,16.0,3.67,Lahore
2014-10-07,33.0,22.3,27.5,0.2,9.4,30.2,17.24,3.9,Lahore
2014-10-08,30.1,21.2,25.3,13.7,12.9,41.8,15.27,3.46,Lahore
2014-10-09,30.9,19.7,25.0,0.0,10.6,23.8,18.89,4.2,Lahore
2014-10-10,31.2,19.2,25.1,0.0,13.4,28.4,18.24,4.15,Lahore
2014-10-11,31.2,18.3,24.8,0.0,8.3,16.2,18.89,3.98,Lahore
2014-10-12,31.6,18.1,24.7,0.0,7.7,17.6,18.67,3.83,Lahore
2014-10-13,29.8,18.1,23.7,0.0,19.0,31.7,16.59,4.39,Lahore
2014-10-14,24.1,18.3,20.9,2.8,17.3,38.2,12.96,3.18,Lahore
2014-10-15,26.8,15.0,20.8,0.0,9.2,23.4,18.21,3.68,Lahore
2014-10-16,27.2,15.0,21.2,0.0,7.7,21.6,18.25,3.63,Lahore
2014-10-17,28.3,16.3,22.1,0.0,7.2,17.6,18.14,3.66,Lahore
2014-10-18,29.5,15.6,22.5,0.0,8.1,21.6,18.09,3.85,Lahore
2014-10-19,30.0,16.9,23.8,0.0,8.3,20.2,17.71,3.87,Lahore
2014-10-20,30.5,18.3,24.1,0.0,11.1,25.6,17.23,3.95,Lahore
2014-10-21,30.6,17.7,24.2,0.0,8.6,19.8,17.47,3.85,Lahore
2014-10-22,30.4,17.5,23.8,0.0,8.7,17.6,17.38,3.74,Lahore
2014-10-23,30.4,18.9,24.2,0.0,8.4,18.0,16.84,3.67,Lahore
2014-10-24,29.5,19.1,23.2,1.2,8.4,23.0,13.41,2.95,Lahore
2014-10-25,30.0,17.6,23.5,0.0,8.7,22.0,16.53,3.62,Lahore
2014-10-26,29.5,17.3,23.3,0.0,8.4,20.5,15.88,3.45,Lahore
2014-10-27,29.6,19.2,23.9,0.7,9.0,20.9,15.73,3.37,Lahore
2014-10-28,27.1,17.8,21.8,3.2,10.9,22.7,12.07,2.43,Lahore
2014-10-29,28.5,17.0,22.0,0.0,9.0,19.8,16.32,3.57,Lahore
2014-10-30,28.0,15.5,21.6,0.0,8.1,22.7,15.97,3.45,Lahore
2014-10-31,28.0,15.2,21.3,0.0,9.3,22.0,16.56,3.73,Lahore
2014-11-01,27.6,13.0,20.2,0.0,9.2,21.6,16.59,3.69,Lahore
2014-11-02,28.5,12.9,20.7,0.0,7.2,22.0,16.45,3.42,Lahore
2014-11-03,26.9,15.5,21.2,0.0,14.8,29.5,12.54,3.06,Lahore
2014-11-04,26.7,16.1,21.0,0.0,10.1,24.1,14.87,3.19,Lahore
2014-11-05,27.9,15.5,21.3,0.0,10.5,25.6,15.76,3.54,Lahore
2014-11-06,28.3,14.5,21.3,0.0,10.0,24.1,15.27,3.23,Lahore
2014-11-07,25.9,16.8,21.1,0.4,12.6,25.9,11.42,2.52,Lahore
2014-11-08,26.7,15.7,20.5,4.0,18.4,33.5,14.94,3.28,Lahore
2014-11-09,26.5,12.7,19.1,0.0,10.7,23.8,16.03,3.67,Lahore
2014-11-10,26.6,11.6,18.7,0.0,10.2,23.0,15.57,3.45,Lahore
2014-11-11,26.2,13.1,18.8,0.0,10.5,18.7,15.6,3.29,Lahore
2014-11-12,25.7,13.6,18.6,0.0,10.3,18.4,15.44,3.16,Lahore
